Date,Month,Year,Device,Channel,Campaign Type,Media Type,Region,Targeting,Cost,Clicks
9/25/13,9,2013,Desktop,Youtube,Reach,Video,Global,Reach,0,2
9/26/13,9,2013,Desktop,Youtube,Reach,Video,Global,Reach,0.82,4
9/27/13,9,2013,Desktop,Youtube,Reach,Video,Global,Reach,4.38,8
9/28/13,9,2013,Desktop,Youtube,Reach,Video,Global,Reach,10.1,8
9/28/13,9,2013,Mobile,Youtube,Reach,Video,Global,Reach,14.14,4
9/29/13,9,2013,Desktop,Youtube,Reach,Video,Global,Reach,24.3,22
9/29/13,9,2013,Mobile,Youtube,Reach,Video,Global,Reach,36.1,8
9/30/13,9,2013,Desktop,Youtube,Reach,Video,Global,Reach,7.9,14
10/1/13,10,2013,Desktop,Youtube,Reach,Video,Global,Reach,9.54,6
10/2/13,10,2013,Desktop,Youtube,Reach,Video,Global,Reach,13.6,12
10/2/13,10,2013,Mobile,Youtube,Reach,Video,Global,Reach,7.38,4
10/3/13,10,2013,Desktop,Youtube,Reach,Video,Global,Reach,25.88,24
10/3/13,10,2013,Mobile,Youtube,Reach,Video,Global,Reach,6.18,2
10/3/13,10,2013,Tablet,Youtube,Reach,Video,Global,Reach,0.7,2
10/4/13,10,2013,Desktop,Youtube,Reach,Video,Global,Reach,32.66,26
10/4/13,10,2013,Mobile,Youtube,Reach,Video,Global,Reach,2.94,2
10/4/13,10,2013,Tablet,Youtube,Reach,Video,Global,Reach,9.48,4
10/5/13,10,2013,Desktop,Youtube,Reach,Video,Global,Reach,64.02,78
10/5/13,10,2013,Mobile,Youtube,Reach,Video,Global,Reach,26.52,8
10/5/13,10,2013,Tablet,Youtube,Reach,Video,Global,Reach,16.18,10
10/6/13,10,2013,Desktop,Youtube,Reach,Video,Global,Reach,72.88,70
10/6/13,10,2013,Mobile,Youtube,Reach,Video,Global,Reach,27.44,14
10/6/13,10,2013,Tablet,Youtube,Reach,Video,Global,Reach,11.66,2
10/7/13,10,2013,Desktop,Youtube,Reach,Video,Global,Reach,28.3,24
10/7/13,10,2013,Tablet,Youtube,Reach,Video,Global,Reach,6.12,2
10/8/13,10,2013,Desktop,Youtube,Reach,Video,Global,Reach,22.5,6
10/8/13,10,2013,Tablet,Youtube,Reach,Video,Global,Reach,4.6,2
10/9/13,10,2013,Desktop,Youtube,Reach,Video,Global,Reach,19.36,16
10/10/13,10,2013,Desktop,Youtube,Reach,Video,Global,Reach,18.54,22
10/11/13,10,2013,Desktop,Youtube,Reach,Video,Global,Reach,32.86,40
10/11/13,10,2013,Mobile,Youtube,Reach,Video,Global,Reach,13.58,4
10/12/13,10,2013,Desktop,Youtube,Reach,Video,Global,Reach,27.16,28
10/12/13,10,2013,Mobile,Youtube,Reach,Video,Global,Reach,10.46,4
10/12/13,10,2013,Tablet,Youtube,Reach,Video,Global,Reach,4.7,4
10/13/13,10,2013,Desktop,Youtube,Reach,Video,Global,Brand,0,2
10/13/13,10,2013,Desktop,Youtube,Reach,Video,Global,Reach,51.36,52
10/13/13,10,2013,Mobile,Youtube,Reach,Video,Global,Reach,13.46,2
10/13/13,10,2013,Tablet,Youtube,Reach,Video,Global,Reach,2.58,2
10/14/13,10,2013,Desktop,Youtube,Reach,Video,Global,Reach,54.84,54
10/14/13,10,2013,Mobile,Youtube,Reach,Video,Global,Reach,6.68,2
10/15/13,10,2013,Desktop,Youtube,Reach,Video,Global,Reach,32.22,18
10/15/13,10,2013,Mobile,Youtube,Reach,Video,Global,Reach,8.46,2
10/15/13,10,2013,Tablet,Youtube,Reach,Video,Global,Reach,2.78,2
10/16/13,10,2013,Desktop,Youtube,Reach,Video,Global,Reach,22.22,16
10/16/13,10,2013,Mobile,Youtube,Reach,Video,Global,Reach,5.36,2
10/17/13,10,2013,Desktop,Youtube,Reach,Video,Global,Reach,18.4,16
10/17/13,10,2013,Mobile,Youtube,Reach,Video,Global,Reach,6.88,16
10/18/13,10,2013,Desktop,Youtube,Reach,Video,Global,Reach,188.5,148
10/18/13,10,2013,Mobile,Youtube,Reach,Video,Global,Reach,62.3,16
10/18/13,10,2013,Tablet,Youtube,Reach,Video,Global,Reach,13.96,2
10/19/13,10,2013,Desktop,Youtube,Reach,Video,Global,Reach,203.14,120
10/19/13,10,2013,Mobile,Youtube,Reach,Video,Global,Reach,67.34,18
10/19/13,10,2013,Tablet,Youtube,Reach,Video,Global,Reach,34.64,4
10/20/13,10,2013,Desktop,Youtube,Reach,Video,Global,Reach,158.26,82
10/20/13,10,2013,Mobile,Youtube,Reach,Video,Global,Reach,84.78,12
10/20/13,10,2013,Tablet,Youtube,Reach,Video,Global,Reach,32.88,4
10/21/13,10,2013,Desktop,Youtube,Reach,Video,Global,Reach,157.02,40
10/21/13,10,2013,Mobile,Youtube,Reach,Video,Global,Reach,79.32,10
10/22/13,10,2013,Desktop,Youtube,Reach,Video,Global,Reach,175.34,64
10/22/13,10,2013,Mobile,Youtube,Reach,Video,Global,Reach,71.56,10
10/22/13,10,2013,Tablet,Youtube,Reach,Video,Global,Reach,27.74,6
10/23/13,10,2013,Desktop,Youtube,Reach,Video,Global,Reach,141.4,46
10/23/13,10,2013,Mobile,Youtube,Reach,Video,Global,Reach,100.52,10
10/23/13,10,2013,Tablet,Youtube,Reach,Video,Global,Reach,18.8,2
10/24/13,10,2013,Desktop,Youtube,Reach,Video,Global,Reach,144.36,34
10/24/13,10,2013,Mobile,Youtube,Reach,Video,Global,Reach,100.48,12
10/24/13,10,2013,Tablet,Youtube,Reach,Video,Global,Reach,12.84,2
10/25/13,10,2013,Desktop,Youtube,Reach,Video,Global,Reach,139.58,60
10/25/13,10,2013,Mobile,Youtube,Reach,Video,Global,Reach,100.76,12
10/26/13,10,2013,Desktop,Youtube,Reach,Video,Global,Reach,126.66,70
10/26/13,10,2013,Mobile,Youtube,Reach,Video,Global,Reach,109.08,22
10/26/13,10,2013,Tablet,Youtube,Reach,Video,Global,Reach,39.2,4
10/27/13,10,2013,Desktop,Youtube,Reach,Video,Global,Reach,125.58,58
10/27/13,10,2013,Mobile,Youtube,Reach,Video,Global,Reach,107.54,22
10/27/13,10,2013,Tablet,Youtube,Reach,Video,Global,Reach,18.14,2
10/28/13,10,2013,Desktop,Youtube,Reach,Video,Global,Reach,119.34,44
10/28/13,10,2013,Mobile,Youtube,Reach,Video,Global,Reach,120.38,14
10/28/13,10,2013,Tablet,Youtube,Reach,Video,Global,Reach,21.28,4
10/29/13,10,2013,Desktop,Youtube,Reach,Video,Global,Reach,136.62,20
10/29/13,10,2013,Mobile,Youtube,Reach,Video,Global,Reach,94.14,16
10/29/13,10,2013,Tablet,Youtube,Reach,Video,Global,Reach,21.88,2
10/30/13,10,2013,Desktop,Youtube,Reach,Video,Global,Reach,122.46,34
10/30/13,10,2013,Mobile,Youtube,Reach,Video,Global,Reach,112.54,20
10/30/13,10,2013,Tablet,Youtube,Reach,Video,Global,Reach,39.86,8
10/31/13,10,2013,Desktop,Youtube,Reach,Video,Global,Reach,113.6,28
10/31/13,10,2013,Mobile,Youtube,Reach,Video,Global,Reach,118.66,10
11/1/13,11,2013,Desktop,Youtube,Reach,Video,Global,Reach,137.86,20
11/1/13,11,2013,Mobile,Youtube,Reach,Video,Global,Reach,69.48,6
11/1/13,11,2013,Tablet,Youtube,Reach,Video,Global,Reach,15,2
11/2/13,11,2013,Desktop,Youtube,Reach,Video,Global,Reach,120.08,44
11/2/13,11,2013,Mobile,Youtube,Reach,Video,Global,Reach,81.78,14
11/2/13,11,2013,Tablet,Youtube,Reach,Video,Global,Reach,15.5,6
11/3/13,11,2013,Desktop,Youtube,Reach,Video,Global,Reach,82.92,24
11/3/13,11,2013,Mobile,Youtube,Reach,Video,Global,Reach,112.08,26
11/3/13,11,2013,Tablet,Youtube,Reach,Video,Global,Reach,23.26,2
11/4/13,11,2013,Desktop,Youtube,Reach,Video,Global,Reach,84.28,30
11/4/13,11,2013,Mobile,Youtube,Reach,Video,Global,Reach,122.74,36
11/5/13,11,2013,Desktop,Youtube,Reach,Video,Global,Reach,15.1,2
11/5/13,11,2013,Mobile,Youtube,Reach,Video,Global,Reach,21.6,2
11/6/13,11,2013,Desktop,Youtube,Reach,Video,Global,Reach,26.96,4
11/6/13,11,2013,Mobile,Youtube,Reach,Video,Global,Reach,32.2,8
11/7/13,11,2013,Desktop,Youtube,Reach,Video,Global,Reach,21.64,6
11/7/13,11,2013,Mobile,Youtube,Reach,Video,Global,Reach,42.44,32
11/8/13,11,2013,Desktop,Youtube,Reach,Video,Global,Reach,28.08,14
11/9/13,11,2013,Desktop,Youtube,Reach,Video,Global,Reach,13.12,6
11/9/13,11,2013,Mobile,Youtube,Reach,Video,Global,Reach,31.32,4
11/9/13,11,2013,Tablet,Youtube,Reach,Video,Global,Reach,4.04,4
11/10/13,11,2013,Desktop,Youtube,Reach,Video,Global,Reach,27.86,24
11/10/13,11,2013,Mobile,Youtube,Reach,Video,Global,Reach,30.62,4
11/11/13,11,2013,Desktop,Youtube,Reach,Video,Global,Reach,21.08,8
11/11/13,11,2013,Mobile,Youtube,Reach,Video,Global,Reach,39.88,8
11/11/13,11,2013,Tablet,Youtube,Reach,Video,Global,Reach,3.74,4
11/12/13,11,2013,Desktop,Youtube,Reach,Video,Global,Reach,28.1,16
11/12/13,11,2013,Mobile,Youtube,Reach,Video,Global,Reach,22.52,4
11/13/13,11,2013,Desktop,Youtube,Reach,Video,Global,Reach,26.98,12
11/13/13,11,2013,Mobile,Youtube,Reach,Video,Global,Reach,34,6
11/14/13,11,2013,Desktop,Youtube,Reach,Video,Global,Reach,29.48,18
11/14/13,11,2013,Mobile,Youtube,Reach,Video,Global,Reach,29.42,6
11/15/13,11,2013,Desktop,Youtube,Reach,Video,Global,Reach,30.62,16
11/15/13,11,2013,Mobile,Youtube,Reach,Video,Global,Reach,27.18,4
11/16/13,11,2013,Desktop,Youtube,Reach,Video,Global,Reach,25.1,26
11/16/13,11,2013,Mobile,Youtube,Reach,Video,Global,Reach,28.98,4
11/17/13,11,2013,Desktop,Youtube,Reach,Video,Global,Reach,27.1,6
11/17/13,11,2013,Mobile,Youtube,Reach,Video,Global,Reach,31.74,6
11/17/13,11,2013,Tablet,Youtube,Reach,Video,Global,Reach,7.92,4
11/18/13,11,2013,Desktop,Youtube,Reach,Video,Global,Reach,29.16,12
11/18/13,11,2013,Mobile,Youtube,Reach,Video,Global,Reach,19.78,2
11/19/13,11,2013,Desktop,Youtube,Reach,Video,Global,Reach,33.82,24
11/19/13,11,2013,Mobile,Youtube,Reach,Video,Global,Reach,30.04,10
11/20/13,11,2013,Desktop,Youtube,Reach,Video,Global,Reach,33.08,12
11/20/13,11,2013,Mobile,Youtube,Reach,Video,Global,Reach,29.6,4
11/20/13,11,2013,Tablet,Youtube,Reach,Video,Global,Reach,3.88,2
11/21/13,11,2013,Desktop,Youtube,Reach,Video,Global,Reach,30.86,16
11/21/13,11,2013,Mobile,Youtube,Reach,Video,Global,Reach,15.2,4
11/22/13,11,2013,Desktop,Youtube,Reach,Video,Global,Reach,24,12
11/22/13,11,2013,Mobile,Youtube,Reach,Video,Global,Reach,32.34,6
11/22/13,11,2013,Tablet,Youtube,Reach,Video,Global,Reach,4.54,2
11/23/13,11,2013,Desktop,Youtube,Reach,Video,Global,Reach,17.84,6
11/23/13,11,2013,Mobile,Youtube,Reach,Video,Global,Reach,34.5,10
11/24/13,11,2013,Desktop,Youtube,Reach,Video,Global,Reach,25.2,6
11/24/13,11,2013,Mobile,Youtube,Reach,Video,Global,Reach,29.8,8
11/25/13,11,2013,Desktop,Youtube,Reach,Video,Global,Reach,32.54,10
11/25/13,11,2013,Mobile,Youtube,Reach,Video,Global,Reach,12.5,2
11/26/13,11,2013,Desktop,Youtube,Reach,Video,Global,Reach,12.66,4
11/26/13,11,2013,Tablet,Youtube,Reach,Video,Global,Reach,5.02,2
11/27/13,11,2013,Desktop,Youtube,Reach,Video,Global,Reach,19.36,4
11/27/13,11,2013,Mobile,Youtube,Reach,Video,Global,Reach,36.38,4
11/27/13,11,2013,Tablet,Youtube,Reach,Video,Global,Reach,5.74,2
12/18/13,12,2013,Desktop,Youtube,Reach,Video,Global,Reach,177.44,78
12/18/13,12,2013,Mobile,Youtube,Reach,Video,Global,Reach,24.86,12
12/18/13,12,2013,Tablet,Youtube,Reach,Video,Global,Reach,23.34,4
12/19/13,12,2013,Desktop,Youtube,Reach,Video,Global,Reach,156.5,44
12/19/13,12,2013,Mobile,Youtube,Reach,Video,Global,Reach,42.04,8
12/19/13,12,2013,Tablet,Youtube,Reach,Video,Global,Reach,17.54,4
12/20/13,12,2013,Desktop,Youtube,Reach,Video,Global,Reach,163.2,20
12/20/13,12,2013,Mobile,Youtube,Reach,Video,Global,Reach,23.82,4
12/21/13,12,2013,Desktop,Youtube,Reach,Video,Global,Reach,155.18,40
12/21/13,12,2013,Tablet,Youtube,Reach,Video,Global,Reach,17.36,4
12/22/13,12,2013,Desktop,Youtube,Reach,Video,Global,Reach,147.46,38
12/22/13,12,2013,Mobile,Youtube,Reach,Video,Global,Reach,23.44,4
12/22/13,12,2013,Tablet,Youtube,Reach,Video,Global,Reach,18.5,4
12/23/13,12,2013,Desktop,Youtube,Reach,Video,Global,Reach,163.98,26
12/23/13,12,2013,Mobile,Youtube,Reach,Video,Global,Reach,19.24,4
12/23/13,12,2013,Tablet,Youtube,Reach,Video,Global,Reach,12.7,8
12/24/13,12,2013,Desktop,Youtube,Reach,Video,Global,Reach,171.18,54
12/24/13,12,2013,Mobile,Youtube,Reach,Video,Global,Reach,12.96,2
12/25/13,12,2013,Desktop,Youtube,Reach,Video,Global,Reach,162.12,36
12/25/13,12,2013,Mobile,Youtube,Reach,Video,Global,Reach,20.44,12
12/26/13,12,2013,Desktop,Youtube,Reach,Video,Global,Reach,164.64,26
12/26/13,12,2013,Mobile,Youtube,Reach,Video,Global,Reach,16.72,4
12/26/13,12,2013,Tablet,Youtube,Reach,Video,Global,Reach,5.78,4
12/27/13,12,2013,Desktop,Youtube,Reach,Video,Global,Reach,155.24,62
12/27/13,12,2013,Mobile,Youtube,Reach,Video,Global,Reach,20.72,6
12/27/13,12,2013,Tablet,Youtube,Reach,Video,Global,Reach,12.12,4
12/28/13,12,2013,Desktop,Youtube,Reach,Video,Global,Reach,152.96,42
12/28/13,12,2013,Mobile,Youtube,Reach,Video,Global,Reach,15.74,6
12/28/13,12,2013,Tablet,Youtube,Reach,Video,Global,Reach,15.18,6
12/29/13,12,2013,Desktop,Youtube,Reach,Video,Global,Reach,150.7,44
12/29/13,12,2013,Mobile,Youtube,Reach,Video,Global,Reach,15.98,2
12/30/13,12,2013,Desktop,Youtube,Reach,Video,Global,Reach,160.22,54
12/31/13,12,2013,Desktop,Youtube,Reach,Video,Global,Reach,143.48,40
12/31/13,12,2013,Mobile,Youtube,Reach,Video,Global,Reach,24.76,6
12/31/13,12,2013,Tablet,Youtube,Reach,Video,Global,Reach,15.74,2
1/1/14,1,2014,Desktop,Youtube,Reach,Video,Global,Reach,144.78,68
1/1/14,1,2014,Mobile,Youtube,Reach,Video,Global,Reach,28.02,28
1/1/14,1,2014,Tablet,Youtube,Reach,Video,Global,Reach,24.06,6
1/2/14,1,2014,Desktop,Youtube,Reach,Video,Global,Reach,160.84,66
1/2/14,1,2014,Mobile,Youtube,Reach,Video,Global,Reach,23.56,8
1/2/14,1,2014,Tablet,Youtube,Reach,Video,Global,Reach,16.28,14
1/3/14,1,2014,Desktop,Youtube,Reach,Video,Global,Reach,141.9,58
1/3/14,1,2014,Mobile,Youtube,Reach,Video,Global,Reach,31.74,22
1/3/14,1,2014,Tablet,Youtube,Reach,Video,Global,Reach,23.42,18
1/4/14,1,2014,Desktop,Youtube,Reach,Video,Global,Reach,145.8,66
1/4/14,1,2014,Mobile,Youtube,Reach,Video,Global,Reach,31.62,24
1/4/14,1,2014,Tablet,Youtube,Reach,Video,Global,Reach,19.2,18
1/5/14,1,2014,Desktop,Youtube,Reach,Video,Global,Reach,148.02,72
1/5/14,1,2014,Mobile,Youtube,Reach,Video,Global,Reach,31.36,28
1/5/14,1,2014,Tablet,Youtube,Reach,Video,Global,Reach,16.74,12
1/6/14,1,2014,Desktop,Youtube,Reach,Video,Global,Reach,165.52,74
1/6/14,1,2014,Mobile,Youtube,Reach,Video,Global,Reach,22.76,20
1/6/14,1,2014,Tablet,Youtube,Reach,Video,Global,Reach,22.56,20
1/7/14,1,2014,Desktop,Youtube,Reach,Video,Global,Reach,164.16,50
1/7/14,1,2014,Mobile,Youtube,Reach,Video,Global,Reach,25.78,8
1/8/14,1,2014,Desktop,Youtube,Reach,Video,Global,Reach,156.08,60
1/8/14,1,2014,Mobile,Youtube,Reach,Video,Global,Reach,29.96,10
1/9/14,1,2014,Desktop,Youtube,Reach,Video,Global,Reach,153.38,22
1/9/14,1,2014,Mobile,Youtube,Reach,Video,Global,Reach,24.48,4
1/9/14,1,2014,Tablet,Youtube,Reach,Video,Global,Reach,16.2,6
1/10/14,1,2014,Desktop,Youtube,Reach,Video,Global,Reach,148.86,44
1/10/14,1,2014,Mobile,Youtube,Reach,Video,Global,Reach,29.42,6
1/10/14,1,2014,Tablet,Youtube,Reach,Video,Global,Reach,17.46,6
1/11/14,1,2014,Desktop,Youtube,Reach,Video,Global,Reach,145.38,74
1/11/14,1,2014,Mobile,Youtube,Reach,Video,Global,Reach,34.46,8
1/12/14,1,2014,Desktop,Youtube,Reach,Video,Global,Reach,144.86,54
1/12/14,1,2014,Mobile,Youtube,Reach,Video,Global,Reach,36.62,18
1/13/14,1,2014,Desktop,Youtube,Reach,Video,Global,Reach,158.56,50
1/13/14,1,2014,Mobile,Youtube,Reach,Video,Global,Reach,32.52,12
1/13/14,1,2014,Tablet,Youtube,Reach,Video,Global,Reach,9.58,2
1/14/14,1,2014,Desktop,Youtube,Reach,Video,Global,Reach,152.82,22
1/14/14,1,2014,Mobile,Youtube,Reach,Video,Global,Reach,34.16,4
3/11/14,3,2014,Desktop,Youtube,Reach,Video,Global,Reach,911.86,364
3/11/14,3,2014,Mobile,Youtube,Reach,Video,Global,Reach,621.82,132
3/11/14,3,2014,Tablet,Youtube,Reach,Video,Global,Reach,134.82,8
3/12/14,3,2014,Desktop,Youtube,Reach,Video,Global,Reach,804.8,342
3/12/14,3,2014,Mobile,Youtube,Reach,Video,Global,Reach,701.24,120
3/12/14,3,2014,Tablet,Youtube,Reach,Video,Global,Reach,126.52,14
3/13/14,3,2014,Desktop,Youtube,Reach,Video,Global,Reach,866.78,312
3/13/14,3,2014,Mobile,Youtube,Reach,Video,Global,Reach,653.9,74
3/13/14,3,2014,Tablet,Youtube,Reach,Video,Global,Reach,128.6,10
3/14/14,3,2014,Desktop,Youtube,Reach,Video,Global,Reach,907.68,342
3/14/14,3,2014,Mobile,Youtube,Reach,Video,Global,Reach,615.6,104
3/14/14,3,2014,Tablet,Youtube,Reach,Video,Global,Reach,131.74,24
3/15/14,3,2014,Desktop,Youtube,Reach,Video,Global,Reach,777.92,408
3/15/14,3,2014,Mobile,Youtube,Reach,Video,Global,Reach,611.28,122
3/15/14,3,2014,Tablet,Youtube,Reach,Video,Global,Reach,170.32,20
3/16/14,3,2014,Desktop,Youtube,Reach,Video,Global,Reach,661.74,346
3/16/14,3,2014,Mobile,Youtube,Reach,Video,Global,Reach,690.28,132
3/16/14,3,2014,Tablet,Youtube,Reach,Video,Global,Reach,207.8,16
3/17/14,3,2014,Desktop,Youtube,Reach,Video,Global,Reach,996.48,390
3/17/14,3,2014,Mobile,Youtube,Reach,Video,Global,Reach,644.08,128
3/17/14,3,2014,Tablet,Youtube,Reach,Video,Global,Reach,160.14,16
3/18/14,3,2014,Desktop,Youtube,Reach,Video,Global,Reach,805.24,262
3/18/14,3,2014,Mobile,Youtube,Reach,Video,Global,Reach,782.6,98
3/18/14,3,2014,Tablet,Youtube,Reach,Video,Global,Reach,121.66,16
3/19/14,3,2014,Desktop,Youtube,Reach,Video,Global,Reach,610.06,274
3/19/14,3,2014,Mobile,Youtube,Reach,Video,Global,Reach,962.62,170
3/19/14,3,2014,Tablet,Youtube,Reach,Video,Global,Reach,200.44,6
3/20/14,3,2014,Desktop,Youtube,Reach,Video,Global,Reach,841.86,344
3/20/14,3,2014,Mobile,Youtube,Reach,Video,Global,Reach,759.92,128
3/20/14,3,2014,Tablet,Youtube,Reach,Video,Global,Reach,146.58,14
3/21/14,3,2014,Desktop,Youtube,Reach,Video,Global,Reach,847.48,348
3/21/14,3,2014,Mobile,Youtube,Reach,Video,Global,Reach,693.88,110
3/21/14,3,2014,Tablet,Youtube,Reach,Video,Global,Reach,86.56,8
3/22/14,3,2014,Desktop,Youtube,Reach,Video,Global,Reach,724.7,370
3/22/14,3,2014,Mobile,Youtube,Reach,Video,Global,Reach,703.66,158
3/22/14,3,2014,Tablet,Youtube,Reach,Video,Global,Reach,266.38,14
3/23/14,3,2014,Desktop,Youtube,Reach,Video,Global,Reach,768.48,450
3/23/14,3,2014,Mobile,Youtube,Reach,Video,Global,Reach,672.38,164
3/23/14,3,2014,Tablet,Youtube,Reach,Video,Global,Reach,251.56,24
3/24/14,3,2014,Desktop,Youtube,Reach,Video,Global,Reach,689.66,320
3/24/14,3,2014,Mobile,Youtube,Reach,Video,Global,Reach,410.82,74
3/24/14,3,2014,Tablet,Youtube,Reach,Video,Global,Reach,102.28,2
3/25/14,3,2014,Desktop,Youtube,Reach,Video,Global,Reach,625.9,300
3/25/14,3,2014,Mobile,Youtube,Reach,Video,Global,Reach,384.3,52
3/25/14,3,2014,Tablet,Youtube,Reach,Video,Global,Reach,73.52,10
3/26/14,3,2014,Desktop,Youtube,Reach,Video,Global,Reach,646.08,354
3/26/14,3,2014,Mobile,Youtube,Reach,Video,Global,Reach,340.98,56
3/26/14,3,2014,Tablet,Youtube,Reach,Video,Global,Reach,124.94,12
3/27/14,3,2014,Desktop,Youtube,Reach,Video,Global,Reach,679.88,360
3/27/14,3,2014,Mobile,Youtube,Reach,Video,Global,Reach,303.4,58
3/27/14,3,2014,Tablet,Youtube,Reach,Video,Global,Reach,107.64,8
3/28/14,3,2014,Desktop,Youtube,Reach,Video,Global,Reach,654.42,366
3/28/14,3,2014,Mobile,Youtube,Reach,Video,Global,Reach,285.82,58
3/28/14,3,2014,Tablet,Youtube,Reach,Video,Global,Reach,112.4,10
3/29/14,3,2014,Desktop,Youtube,Reach,Video,Global,Reach,560.48,454
3/29/14,3,2014,Mobile,Youtube,Reach,Video,Global,Reach,338.34,70
3/29/14,3,2014,Tablet,Youtube,Reach,Video,Global,Reach,153.34,14
3/30/14,3,2014,Desktop,Youtube,Reach,Video,Global,Reach,321.6,266
3/30/14,3,2014,Mobile,Youtube,Reach,Video,Global,Reach,210.54,26
3/30/14,3,2014,Tablet,Youtube,Reach,Video,Global,Reach,64.28,2
3/31/14,3,2014,Desktop,Youtube,Reach,Video,Global,Reach,327.34,128
3/31/14,3,2014,Mobile,Youtube,Reach,Video,Global,Reach,151.48,38
3/31/14,3,2014,Tablet,Youtube,Reach,Video,Global,Reach,69.12,6
4/1/14,4,2014,Desktop,Youtube,Reach,Video,Global,Reach,350.22,244
4/1/14,4,2014,Mobile,Youtube,Reach,Video,Global,Reach,149.98,32
4/1/14,4,2014,Tablet,Youtube,Reach,Video,Global,Reach,42.22,2
4/2/14,4,2014,Desktop,Youtube,Reach,Video,Global,Reach,366.68,280
